barcode,created,short_desc,total_sold
C6,2023/07,CURLS ASST 6.50,13
4800575130166,2023/07,ALASKA CONDENSADA 168ML,36
15,2023/07,15,30
4807770274305,2023/07,PANCIT CANTON HOT NEW,42.75
4807770273711,2023/07,PANCIT CANTON SWEET SPICY,42.75
48044295,2023/07,MARLBORO RED 20'S,155
20,2023/07,20,20
4800361397605,2023/07,BEAR BRAND Powdered Milk Drink 90g,68
4801981164714,2023/07,WILKINS DISTILLED 7L,85
4800361314053,2023/07,BEAR BRAND Junior 420g,190
4806506318818,2023/07,SISTER NAPKIN PINK 12S,64
4800365671268,2023/07,SNACKERS NACHOS CHEESE 500G,76
10,2023/07,10,10
9,2023/07,9,9
4800575425019,2023/07,KREMTOP 80G,20
4800365881186,2023/07,SUPER DELIGHT BROWNIES BROWNIE SCOTCH 180G,45
16,2023/07,16,16
LB,2023/07,LAMBANOG 6L (palitan ng galon),290
65,2023/07,65,65
8998866801928,2023/07,WINGS PINK PWD BY 6,36
8934868110170,2023/07,SURF FAB 25ML BY6,33
4800888139283,2023/07,CREAMSILK HAIR FALL 11ML BY12,74
4802288886040,2023/07,HAPPY DIAPER M 4,25
8993175539241,2023/07,RICHOCO 50g,11
5,2023/07,5,0
40329055,2023/07,CAMEL CIG,107
4800361390804,2023/07,NESTLE COFFEE-MATE  150g,54
4804888019545,2023/07,WASHED SUGAR 225G,78
4800010009767,2023/07,GT GRANULES BP 25GX48,63
55,2023/07,55,0
48044172,2023/07,Chester Field,107
8934868110170,2023/07,SURF FAB 25ML BY6,33
4806506318764,2023/07,SISTERS PANTYLINER MEGA PACK 36,34
4800888218940,2023/07,SURF PWD ANITBAC  BY 6,39
4800888136732,2023/07,SURF BAR KALAMANSI 120G,11
15,2023/07,15,15
BS18,2023/07,BODY SOAP ASST,20
748485401515,2023/07,BIRCHTREE FORTIFIED MILK 700G,225
4800417008295,2023/07,HERBENCH SO IN LOVE,130
014285001119,2023/07,UFC BANANA 2KG,125
O,2023/07,OIL RETAIL,23
4800016627279,2023/07,BERRY KNOTS 28gx100,21.75
4800016627262,2023/07,CHOCO KNOTS 28gx100,14.5
4800361410892,2023/07,BEAR BRAND Powdered Milk Drink 300g,124
4800194107822,2023/07,OPUFF CHOCO PACK,24.5
48044295,2023/07,MARLBORO RED 20'S,155
4032900145211,2023/07,MIGHTY BLACK,107
285,2023/07,285,285
4800016012365,2023/07,GT PREMIUM STICK BAG,58
4804888019552,2023/07,WASHED SUGAR 450G,39
P15,2023/07,POWDER RETAIL ASST 15,15
F6,2023/07,FABCON/ DISHWASHING ASST 6,12
48044295,2023/07,MARLBORO RED 20'S,155
105,2023/07,105,210
16,2023/07,16,16
4802288812247,2023/07,HAPPY PANTS M24,171
4800092553318,2023/07,DOOWEE DONUT ASSORTED,95
4806507633583,2023/07,JELLY FUN,24
4809011175501,2023/07,DOODOO 24pcs,32
4801981164714,2023/07,WILKINS DISTILLED 7L,85
4800016022265,2023/07,GT 3IN1 WHITE TWIN PACK 50gX10X24,116
8850007371403,2023/07,MODESS MAXI WINGS 8S,37
35,2023/07,35,35
4801668500262,2023/07,DATU PUTI SOY SAUCE 350ML,19.5
4801668100103,2023/07,DATU PUTI VINEGAR 350ML,18
6,2023/07,6,12
12,2023/07,12,24
KN5,2023/07,KNORR CUBES ASST,6
4800092112782,2023/07,COMBI TRIPLE CHOCO 30G,57.5
729461168219,2023/07,REGENT KOBI,19
C11,2023/07,CURLS ASST 11,11
K3,2023/07,KAPE/MILK/OTHER BEVERAGE,6
TP9,2023/07,TOOTHPASTE RETAIL 9,9
4800045310241,2023/07,SMART DISH KALAMANSI 200G,23
4800016115011,2023/07,CHIK'N SKIN NI MANG JUAN 16GX100,14.5
4800016110542,2023/07,MANG JUAN SUKA'T SILI 26GX80,14.5
4800194104029,2023/07,POTATO FRIES KETCHUP 21g LS,12.5
4800092771446,2023/07,FUNKY SPAGHETTI,6
4800361409704,2023/07,OREO CONE 14X110ML,49
15,2023/07,15,15
O 1.5,2023/07,OIL 1.5 LITERS,110
4801288820504,2023/07,HAPPY COTTON 40G,20
4806504710119,2023/07,MEGA TOMATO 155G,47
4800110025995,2023/07,HOMI CHICKEN MAMI,18
40329055,2023/07,CAMEL CIG,107
48041812,2023/07,MIGHTY GREEN FLIPTOP,252
4804888019545,2023/07,WASHED SUGAR 225G,39
40329055,2023/07,CAMEL CIG,107
4806507621320,2023/07,GUAVA MAGIC,25
4801288830084,2023/07,THOSE DAYS NON WING 8S,14.5
4806517040388,2023/07,KNICK KNACKS CHOCO SINGLE,8
K9,2023/07,KAPE/MILK/OTHER BEVERAGE,27
C22,2023/07,CURLS NEW PRICE 22,22
C18,2023/07,CURLS ASST 18,37
4804888800013,2023/07,ZESTO ORANGE,87
748485400143,2023/07,PLUS KING ORANGE 250ml,93
48043717,2023/07,FORTUNE WHITE,126
9555513203017,2023/07,JERSEY EVAPORATED 370ML,30
CRS8,2023/07,COKE ROYAL SPRITE 8OZ ASST,180
8850006590355,2023/07,TENDER CARE PWD MILD 50G,23
BS18,2023/07,BODY SOAP ASST,40
RX8,2023/07,REXONA RETAIL 8,32
TP10,2023/07,TOOTHPASTE ASST 11,11
4806515161504,2023/07,KERATIN PLUS BY 12,84
150,2023/07,150,150
KASALO,2023/07,KASALO ASST,275
BROWN,2023/07,BROWN 225G,19
4800361381086,2023/07,BEAR BRAND Powdered Milk Drink 135g,50
4800575140158,2023/07,ALASKA EVAPORADA 140ML,19.5
4800194151986,2023/07,LAVA  CRISPS 34g,32
17,2023/07,17,34
48041812,2023/07,MIGHTY GREEN FLIPTOP,126
48,2023/07,48,48
28,2023/07,28,28
4800092660047,2023/07,JUMPEE CHOCO,7
4800016627262,2023/07,CHOCO KNOTS 28gx100,21.75
4800194104029,2023/07,POTATO FRIES KETCHUP 21g LS,6.25
TP9,2023/07,TOOTHPASTE RETAIL 9,18
4800092112782,2023/07,COMBI TRIPLE CHOCO 30G,57.5
4806521794246,2023/07,EC TWIN LION,90
4806521791696,2023/07,EC CRUNCHY 60G,88
4809010524898,2023/07,SUGO HOT 25G,33
4807770100963,2023/07,EGGNOG COOKIES 18G,57
4806506703904,2023/07,FROSTY ICE POP,23
TP10,2023/07,TOOTHPASTE ASST 11,22
BS18,2023/07,BODY SOAP ASST,40
4902430698078,2023/07,REJOICE SHAMPOO RICH 26ML by12,42
52,2023/07,52,52
4800888607126,2023/07,LADYS CHOICE MAYO 27ML BY 6,69
LC10,2023/07,LADYS CHOICE 27ML RETAIL,48
C18,2023/07,CURLS ASST 18,37
4800249908848,2023/07,CDO KARNE NORTE 150G,30
165,2023/07,165,165
4806500802412,2023/07,MAGIC PANTS XL4,29
8934839125691,2023/07,CLOSE UPRED  TWIN 120G,129
4804888882545,2023/07,BIG BOY,116
48044295,2023/07,MARLBORO RED 20'S,155
4800361391207,2023/07,KITKAT IC Cone 14x100ml,57
4800361409469,2023/07,OREO SANDWICH 24X110ML,60
48040990,2023/07,NIC Mango 24x100ml,29
J18,2023/07,JUICE ASST LITRO,40
098426802353,2023/07,ORCHID LIME,54
4032900145211,2023/07,MIGHTY BLACK,107
48040006,2023/07,Winsboro Red,214
4806014098059,2023/07,JOLLY COW CONDENSADA 390G,46
MPS8,2023/07,MDEW PESPI 7UP MRNDA 8OZ ASST,175
4803925151149,2023/07,MOUNTAIN DEW 1.5ML,60
50,2023/07,50,50
130,2023/07,130,130
38,2023/07,38,38
165,2023/07,165,165
750515021204,2023/07,GRAHAM HANDY PACK,120
4800361061322,2023/07,NESTLE All-Purpose Cream 250ML,152
9557727929202,2023/07,DOREEN CONDENSADA 390G,150
1,2023/07,1,1
4800092110115,2023/07,BRAVO,56
4800092552182,2023/07,CHOCO TOPPS,63
21,2023/07,21,21
4800361413480,2023/07,MILO 24G BY 12,51
4800174035008,2023/07,BESUTO CRACKER  500G,99
4806507622259,2023/07,CHOCO ME,23
4800361395687,2023/07,NESTLE CHUCKIE Opti-Grow 110ml,87
4800016078774,2023/07,CREAM-O CAKE BAR,78
4800016112133,2023/07,QUAKE OVERLOAD MOCHA BUTTER  '10,76.5
20,2023/07,20,20
210,2023/07,210,210
4800092552182,2023/07,CHOCO TOPPS,63
285,2023/07,285,285
4806513742156,2023/07,SANMIG COFFEE ORIG SUGARFREE 20S,132
8998666001726,2023/07,KOPIKO BLANCA TP,60
4800249005776,2023/07,BINGO CORNED BEEF 150G,132
4800016552137,2023/07,NISSIN MINI BATCHOY 40GX48,22
748485700038,2023/07,555 TUNA CALDERETA 155G,28.5
4800888139306,2023/07,CREAMSILK STRAIGHT 12MLBY12,37
8850006493038,2023/07,PALMOLIVE SHM ULTRA SMOOTH G BY12,66
4801958390108,2023/07,CRISPY FRY ORIG 62g,17.5
4804888019552,2023/07,WASHED SUGAR 450G,39
4902430154154,2023/07,JOY KALAMANSI 175ML,48
014285003908,2023/07,UFC BANANA BAON  BY12,22.5
K9,2023/07,KAPE/MILK/OTHER BEVERAGE,45
MPS8,2023/07,MDEW PESPI 7UP MRNDA 8OZ ASST,175
748485400136,2023/07,PLUS KING APPLE 250ml,93
4800523220284,2023/07,MOBY CHOCO 25g,6.5
4800361410892,2023/07,BEAR BRAND Powdered Milk Drink 300g,124
4800523441832,2023/07,TOMI 25G,12
4800194104777,2023/07,POTATO FRIES CHEESE 21g LS,6.25
4800194152891,2023/07,MARTYS SPICY 25g LS,6.25
748485913049,2023/07,BIRCHTREE POWDER 1KG,295
50,2023/07,50,50
20,2023/07,20,20
8886467100017,2023/07,PRINGLES ORIGINAL 107g,84
4800194116466,2023/07,PILLOWS CHOCOLATE 38g,8
P15,2023/07,POWDER RETAIL ASST 15,15
4809012471008,2023/07,WHITE HORSE ICE BAG,22
48044295,2023/07,MARLBORO RED 20'S,155
5,2023/07,5,5
65,2023/07,65,65
4800249908725,2023/07,CDO MEAT LOAF 100G,36
4800016663802,2023/07,NOVA COUNTRY CHEDDAR 40gx80,15.5
MPS8,2023/07,MDEW PESPI 7UP MRNDA 8OZ ASST,175
4800092111938,2023/07,SUPERTHIN CHOCO,106
4807770274305,2023/07,PANCIT CANTON HOT NEW,99.75
4800361410892,2023/07,BEAR BRAND Powdered Milk Drink 300g,124
4806506704895,2023/07,MINI CHOCOLATE H&Y,22
40329055,2023/07,CAMEL CIG,107
125,2023/07,125,125
4800016012266,2023/07,GT PREMIUM BP 25GX48,20
4804888019552,2023/07,WASHED SUGAR 450G,39
5,2023/07,5,5
4808887010022,2023/07,PUREFOODS CORNED BEEF 380G,344
222,2023/07,222,222
4801010105107,2023/07,JOHNSON BLOSSOM 50G,27
E8,2023/07,EGG RETAIL,48
4800016680540,2023/07,JNJ-CALBEE POT.CHPS HONEY BTR 22gX80,31
4804888019545,2023/07,WASHED SUGAR 225G,19.5
4806011812047,2023/07,SUPER Q GOLDEN BIHON 500G,41
KN5,2023/07,KNORR CUBES ASST,12
4902430222891,2023/07,SAFEGUARD WHITE 175G,67
TP10,2023/07,TOOTHPASTE ASST 11,11
48044295,2023/07,MARLBORO RED 20'S,155
4806501597416,2023/07,ANLENE MILK 300G,172
6902131112925,2023/07,MALING MEAT CHICKEN 397G,118
C18,2023/07,CURLS ASST 18,240.5
4800216120013,2023/07,CLOVER CHIPS CHEESE,21
4800523443416,2023/07,LOADED WHITE 32g,48
4800092330131,2023/07,DINGDONG 100G,57
4800092331732,2023/07,DINGDONG SNACK MIX 100G,57
4801668602218,2023/07,DATU PUTI SOY SAUCE 100ML,45
4800818808906,2023/07,POTCHI STRAWBERRY 50S,36
4800016012365,2023/07,GT PREMIUM STICK BAG,58
4800361388252,2023/07,NESCAFE CLASSIC Sticks 2gx12,116
4800194177863,2023/07,CRISPY PATATA 90G,67.5
4800194179898,2023/07,MARTYS SPICY 90G,63
4800016110528,2023/07,MANG JUAN SUKA'T SILI 18S,63
4804888589673,2023/07,HANY JR,27.5
4804888589505,2023/07,HANY SP,35
4800361419642,2023/07,MAGIC SARAP 16PCS,63
BROWN,2023/07,BROWN 225G,114
8998666001719,2023/07,KOPIKO BROWN TP,114
8998666001702,2023/07,KOPIKO BLACK TP,114
4800016022265,2023/07,GT 3IN1 WHITE TWIN PACK 50gX10X24,116
748485800431,2023/07,ARGENTINA C.BEEF 150G,208.5
4800134101033,2023/07,MASTER SARDINES RED HOT 155G,161
4800134101019,2023/07,MASTER SARDINES GREEN 155G,115
4800163443036,2023/07,LIGO SARDINES RED,148.5
M COKE,2023/07,COKE MISMO,190
M ROYAL,2023/07,ROYAL MISMO,190
M SPRITE,2023/07,SPRITE MISMO,190
ST300,2023/07,STING TRAW 300ML PET BOTTLE,185
M COBRA,2023/07,COBRA MISMO,190
4806527480082,2023/07,PERLA BAR BLUE 110G,46.5
4807770273698,2023/07,PANCIT CANTON CHILIMANSI,57
4800361416726,2023/07,NESCAFE CREAMY WHITE TWIN BY 10,60
30,2023/07,30,30
4800024561015,2023/07,DM TOMATO PASTE 70G,19
4806502720615,2023/07,GARDENIA CLASSIC 600g,85
52,2023/07,52,52
8996001351802,2023/07,CAL CHEESE CHOCO 48G,11
8996001350584,2023/07,CAL CHEESE 48G,11
15,2023/07,15,15
748485401591,2023/07,BIRCHTREE FORTIFIED 150G,49.5
K12,2023/07,KAPE/MILK/OTHER BEVERAGE,24
16,2023/07,16,48
O,2023/07,OIL RETAIL,23
8850006493014,2023/07,PALMOLIVE SH INTENSIVE BY12,33
CRS8,2023/07,COKE ROYAL SPRITE 8OZ ASST,180
4801668500262,2023/07,DATU PUTI SOY SAUCE 350ML,19.5
014285003045,2023/07,UFC BANANA 1KG,71
4800361409537,2023/07,NESTLE All-Purpose Cream,40
B10,2023/07,ASST BREAD 10S,0
J18,2023/07,JUICE ASST LITRO,20
K12,2023/07,KAPE/MILK/OTHER BEVERAGE,12
k8,2023/07,KAPE/MILK/MILO/OATS ASST,8
12,2023/07,12,12
29,2023/07,29,29
4806510020806,2023/07,SHURE PLASTIC,23
4800016628283,2023/07,PRETZELS MINI CHOCO 28gx100,29
K12,2023/07,KAPE/MILK/OTHER BEVERAGE,48
750515017450,2023/07,FITA CRACKER,56
KN5,2023/07,KNORR CUBES ASST,6
4800888218964,2023/07,BREEZE ANTIBAC PWD BY 6,38
4800024575500,2023/07,DM FILIPINO STYLE SPAG SAUCE 900G,92
4806508627314,2023/07,MAYON MUSHROOM WHOLE 198G,40
KN5,2023/07,KNORR CUBES ASST,6
748485804064,2023/07,ARGENTINA GINILING 250G,42
52,2023/07,52,52
48044172,2023/07,Chester Field,107
165,2023/07,165,165
4800361388047,2023/07,BEAR BRAND Powdered Milk Drink 840G,335
054028367911,2023/07,YAKULT PACK,50
4800092551451,2023/07,FUDGEE BAR MACAPUNO,70.5
4804888019545,2023/07,WASHED SUGAR 225G,19.5
50,2023/07,50,50
054028367911,2023/07,YAKULT PACK,50
054028367911,2023/07,YAKULT PACK,50
4902430698658,2023/07,HEAD AND SHOULDERS BY 12,81
4800888154255,2023/07,DOVE NOURISHING OIL CARE 12ML BY12,32
4800888151841,2023/07,SURF PWD S.FRESH 65G BY 6,37
TP10,2023/07,TOOTHPASTE ASST 11,55
TP9,2023/07,TOOTHPASTE RETAIL 9,9
4806506318849,2023/07,SISTER NET SIDE DAY USE GR 240M,26
4800888139283,2023/07,CREAMSILK HAIR FALL 11ML BY12,37
SC7,2023/07,SHAMPOO/CONDITIONER 7 ASST RETAIL,14
45,2023/07,45,45
4803925350054,2023/07,Gatorade Regular Blue Bolt 350ml,32
35,2023/07,35,0
054028367911,2023/07,YAKULT PACK,50
4800350108878,2023/07,POCARI SWEAT PET 900ML,76
B5,2023/07,ASST BREAD RETAIL 5,10
25,2023/07,25,25
4806515661288,2023/07,JOLY ICE CANDY COLA,70
4809011004016,2023/07,JOLY ICE CANDY BOX,70
054028367911,2023/07,YAKULT PACK,50
28,2023/07,28,28
40329055,2023/07,CAMEL CIG,107
STRAW,2023/07,STRAW SOFTDRINKS,18
4800216128101,2023/07,CLOVER GRAB 40G BY 10,70
4800016112133,2023/07,QUAKE OVERLOAD MOCHA BUTTER  '10,76.5
4800110097176,2023/07,SELECTA FORTIFIED PROMO TWIN,175
48044165,2023/07,CHESTERFIELD ORIGINAL RED,214
B5,2023/07,ASST BREAD RETAIL 5,50
4800361314053,2023/07,BEAR BRAND Junior 420g,190
4800024575395,2023/07,DM TOMATO SCE 90G by6,72
KWATRO,2023/07,KWATRO RETAIL,452
4,2023/07,4,0
16,2023/07,16,16
4806013001067,2023/07,LION KATOL TIGER,38
TP9,2023/07,TOOTHPASTE RETAIL 9,36
4800092660047,2023/07,JUMPEE CHOCO,21
4800016627279,2023/07,BERRY KNOTS 28gx100,7.25
C18,2023/07,CURLS ASST 18,18.5
4800092660047,2023/07,JUMPEE CHOCO,14
4806508361638,2023/07,KARATE BELT RAINBOW,33
4806500802528,2023/07,MAGIC PANTS XXL10,84
48044394,2023/07,MARLBORO CRAFTED ICE PACK,126
4800092772214,2023/07,CRISS CROSS CHEESE,12
4800216121911,2023/07,CHEEZY SNACK HOT,6.5
4800194152884,2023/07,MARTYS PLAIN SALTED,6.25
4800194104968,2023/07,OISHI PRAWN SPICY 26g LS,6.25
4800194104869,2023/07,CRISPY PATATA 25g LS,6.25
4800194116084,2023/07,RIBBED CRACKLING 26g XS LS,18.75
4800092771446,2023/07,FUNKY SPAGHETTI,6
4800016138560,2023/07,GG TORTILLOS CHEESE 25gX100,7.25
4800523441832,2023/07,TOMI 25G,6
4800014700004,2023/07,ABSOLUTE 6L,237
12,2023/07,12,12
4800047840012,2023/07,ZONROX ORIGINAL 1LITER,39
4902430583183,2023/07,ARIEL POWDER FLORAL BY6,172
4802288813121,2023/07,HAPPY PANTS L12,96
4800361410892,2023/07,BEAR BRAND Powdered Milk Drink 300g,124
10,2023/07,10,10
4800016475016,2023/07,X.O COFFEE CANDY 50G,39.5
4809011948174,2023/07,SUNRIPED SAMPALOC 20s,37
C18,2023/07,CURLS ASST 18,74
C11,2023/07,CURLS ASST 11,66
222,2023/07,222,222
6,2023/07,6,30
4800361410892,2023/07,BEAR BRAND Powdered Milk Drink 300g,124
48035996,2023/07,JB OIL REGULAR 25ML,21
4800047840043,2023/07,ZONROX ORIGINAL 100ML,9.5
E8,2023/07,EGG RETAIL,80
4806500802412,2023/07,MAGIC PANTS XL4,58
C18,2023/07,CURLS ASST 18,18.5
4809011681392,2023/07,BOY BAWANG CHILI CHEESE 100G,19
4804888589673,2023/07,HANY JR,55
4800361331265,2023/07,NESTLE CHUCKIE Opti-Grow 1L,108
4800575110373,2023/07,ALASKA EVAPORATED MILK 370ML,56
4800024037480,2023/07,DM FIESTA FRT COCKTAIL 832g,89
4800575130166,2023/07,ALASKA CONDENSADA 168ML,36
4800153151255,2023/07,BONAKID 1-3 YRS OLD 350G,232
8,2023/07,8,0
5,2023/07,5,10
8850006493038,2023/07,PALMOLIVE SHM ULTRA SMOOTH G BY12,33
4800888206886,2023/07,DOVE CON SERUM NOURISING BY 12,40.5
748485801490,2023/07,ARGENTINA MEATLOAF 150G,23
4800361339186,2023/07,NESCAFE CLASSIC Refill 23g,21
8996001351802,2023/07,CAL CHEESE CHOCO 48G,22
BS18,2023/07,BODY SOAP ASST,20
SC6,2023/07,SHAMPOO/CONDITIONER RETAIL ASST,32.5
4800092771446,2023/07,FUNKY SPAGHETTI,12
4800194153683,2023/07,BREAD PAN BUTTERED 24g LS,12
8850007010890,2023/07,JB POWDER BEDTIME 50G,28
4808680221250,2023/07,KNORR  CREAM OF MUSHROOM 62G,56
4800166142776,2023/07,STICK-O CHOCO MINI 60g,19
4800575140158,2023/07,ALASKA EVAPORADA 140ML,19.5
4806504710119,2023/07,MEGA TOMATO 155G,47
4809011681507,2023/07,BOY BAWANG BARBEQUE 90G,38
4804888019545,2023/07,WASHED SUGAR 225G,19.5
4800047840012,2023/07,ZONROX ORIGINAL 1LITER,39
748485401508,2023/07,BIRCHTREE POWDER 300G,94
4805885171007,2023/07,RENO LIVER SMALL,28.5
014285003656,2023/07,UFC BANANA 200G,18.5
4800361393645,2023/07,NESCAFE CLASSIC 46g,41
4800024555489,2023/07,DM TOMATO SAUCE ORIGSTYLE 115G SUP,20
4800888151841,2023/07,SURF PWD S.FRESH 65G BY 6,37
KN5,2023/07,KNORR CUBES ASST,12
O,2023/07,OIL RETAIL,23
4809011291706,2023/07,FUN CHOCOLATE,23.5
4800016622588,2023/07,Pic-A Bbq Overload SN (180gx18),53
014285001119,2023/07,UFC BANANA 2KG,125
4800194177863,2023/07,CRISPY PATATA 90G,22.5
4800523223810,2023/07,MOBY CHOCO 90G,23.5
4800194177962,2023/07,OISHI SPICY 95G,22.5
4802288815125,2023/07,HAPPY PANTS XXL12,112
4800010075922,2023/07,PRESTO CREAMS PEANUT 10G,58.5
4800016022265,2023/07,GT 3IN1 WHITE TWIN PACK 50gX10X24,58
4800361410892,2023/07,BEAR BRAND Powdered Milk Drink 300g,124
4806506318900,2023/07,SISTERS NAPKIN PERFORATED ONYT 4S,28
JTOCCINO,2023/07,JOSHUA TOCCINO 250G,57
JCHICKENLONG,2023/07,JOSHUA SMOKED CHICKEN LONGGA 250G,43
PF NUGGETS,2023/07,PUREFOODS CHICKEN FUN NUGGETS 135G,54
4800092113109,2023/07,EXTREME CHOCO,53.5
4806515161511,2023/07,KERATIN PLUS GOLD SOLD BY 12,42
748485800011,2023/07,ARGENTINA C.BEEF 175G,39.75
48044301,2023/07,MARLBORO LIGHTS,155
15,2023/07,15,15
4804888019545,2023/07,WASHED SUGAR 225G,156
O 1.5,2023/07,OIL 1.5 LITERS,110
MPS8,2023/07,MDEW PESPI 7UP MRNDA 8OZ ASST,350
48044394,2023/07,MARLBORO CRAFTED ICE PACK,126
1,2023/07,1,1
48042772,2023/07,Marlboro Blue FT20s,155
4800361410892,2023/07,BEAR BRAND Powdered Milk Drink 300g,0
4804888019545,2023/07,WASHED SUGAR 225G,0
4800344001949,2023/07,SILVER SWAN SOY 200ML,10.5
4801668602027,2023/07,DATU PUTI VINEGAR 200ML,9
4804888999342,2023/07,LORINS PATIS 150ML,13
RX8,2023/07,REXONA RETAIL 8,16
F6,2023/07,FABCON/ DISHWASHING ASST 6,12
TP9,2023/07,TOOTHPASTE RETAIL 9,18
4800194136648,2023/07,FISHDA KROPECK 22g LS,43.75
4800016138560,2023/07,GG TORTILLOS CHEESE 25gX100,43.5
4809014826066,2023/07,GUMMY CATERPILLAR JAR 60S,50
4807770120251,2023/07,NISSIN WAFER VANILLA,106
4801981116072,2023/07,COKE 1.5,61
4800092332630,2023/07,DINGDONG SWEET &amp; SPICY 100G,38
4800365671299,2023/07,SNACKERS CHEESY PUFFS,82
48044295,2023/07,MARLBORO RED 20'S,155
28,2023/07,28,28
26,2023/07,26,26
4800016552113,2023/07,NISSIN MINI SEAFOOD 40GX48,44
4800016561498,2023/07,NISSIN MINI CHEESY SEAFOOD 50GX48,48
4800016552106,2023/07,NISSIN MINI BEEF 40GX48,44
4800010781076,2023/07,CLOUD 9 BOX 12,90
4806504719617,2023/07,MEGA SARDINES RED 5'S,115
4800818808654,2023/07,FROOTY RAINBOW POP,29.5
4806504710119,2023/07,MEGA TOMATO 155G,141
4800092553196,2023/07,WHOOPIE CHOCO,84
4807770273674,2023/07,PANCIT CANTON KALAMANSI,28.5
4807770270017,2023/07,LUCKY ME BEEF 55G,26.25
4800888240064,2023/07,CREAMSILK KERATIN DAMAGE REPAIR BY 12,40
8850006493045,2023/07,PALMOLIVE SILKY STRAIGHT V BY12,33
4806525660356,2023/07,RELISH VERMICELLI 40G 500S,24
4807770270017,2023/07,LUCKY ME BEEF 55G,35
4800361314053,2023/07,BEAR BRAND Junior 420g,190
1,2023/07,1,1
285,2023/07,285,285
285,2023/07,285,285
48044295,2023/07,MARLBORO RED 20'S,155
4804888589987,2023/07,ANNIES UBE,25.5
COBRA BOTE,2023/07,COBRA BOTE CASE,315
12,2023/07,12,12
9,2023/07,9,9
4806502720417,2023/07,GARDENIA CLASSIC 400G,58.5
65,2023/07,65,65
4800092115677,2023/07,REBISCO HONEY BUTTER CRACKERS,56
8998666001726,2023/07,KOPIKO BLANCA TP,240
4806501709352,2023/07,CALLA ROSE GARDEN 45 BY 6,36
4902430401845,2023/07,DOWNY SUNRISE FRESH 24ML BY 6,36
8850006325216,2023/07,COLGATE CC TWIN 24G SACHET BY 6,49
4800888139306,2023/07,CREAMSILK STRAIGHT 12MLBY12,74
20,2023/07,20,20
40329055,2023/07,CAMEL CIG,535
48044295,2023/07,MARLBORO RED 20'S,775
LIPA,2023/07,LIPA PABORITA BY 10,60
4800361413480,2023/07,MILO 24G BY 12,102
4800016087608,2023/07,MAGIC CREAMS BUTTER 28G,52.5
750515031531,2023/07,SKYFLAKES CONDENSADA,62
4891208040167,2023/07,KIREI YUMMY 25G LS,12.5
4800194116664,2023/07,PINATTSU,20
10,2023/07,10,20
4902430401845,2023/07,DOWNY SUNRISE FRESH 24ML BY 6,36
4902430389556,2023/07,JOY ANTIBAC 36ML BY6,69
P7,2023/07,POWDER ASST RETAIL 7,21
4806500805451,2023/07,MAGIC COLOR XL 30,242
C18,2023/07,CURLS ASST 18,18.5
SC7,2023/07,SHAMPOO/CONDITIONER 7 ASST RETAIL,21
SC6,2023/07,SHAMPOO/CONDITIONER RETAIL ASST,26
10,2023/07,10,10
TP10,2023/07,TOOTHPASTE ASST 11,11
4800888136794,2023/07,SURF BAR JUMBO TAWAS 120G,11
4804888019545,2023/07,WASHED SUGAR 225G,19.5
4800344001949,2023/07,SILVER SWAN SOY 200ML,10.5
014285002789,2023/07,UFC BANANA 100G,11
4801668602225,2023/07,DATU PUTI VINEGAR 100ML,6.5
7,2023/07,7,14
4800047841729,2023/07,ZONROX COLORSAFE 225ML,24.5
4808888320106,2023/07,COLGATE TBRUSH,18
8998666001726,2023/07,KOPIKO BLANCA TP,60
78,2023/07,78,78
4800010075922,2023/07,PRESTO CREAMS PEANUT 10G,58.5
8993175539241,2023/07,RICHOCO 50g,22
8993175538145,2023/07,RICHEESE 50g,22
48041812,2023/07,MIGHTY GREEN FLIPTOP,126
48043717,2023/07,FORTUNE WHITE,126
48044295,2023/07,MARLBORO RED 20'S,310
48044301,2023/07,MARLBORO LIGHTS,155
40329055,2023/07,CAMEL CIG,428
J18,2023/07,JUICE ASST LITRO,20
4800361381086,2023/07,BEAR BRAND Powdered Milk Drink 135g,100
4800194177771,2023/07,POTATO FRIES  CHEESE 90G,25
4800016079559,2023/07,HELLO COATED CHOCOLATE,51
4806018405532,2023/07,LS BUTTER SCOTCH,72
4800016671807,2023/07,PIATTOS SOUR CREAM 80,31
4800166142325,2023/07,STICK O CHOCO JR,66
35,2023/07,35,35
C18,2023/07,CURLS ASST 18,18.5
TINY,2023/07,TINY PLASTIC,60
45,2023/07,45,45
4902430873703,2023/07,DOWNY KONTRA KULOB BY 6,72
4808647010033,2023/07,CHEEZ WHIZ REGULAR 440G,183
748485400143,2023/07,PLUS KING ORANGE 250ml,186
35,2023/07,35,35
4800092111228,2023/07,MARIETIME,0
4806502720615,2023/07,GARDENIA CLASSIC 600g,0
4807770273674,2023/07,PANCIT CANTON KALAMANSI,0
4807770274305,2023/07,PANCIT CANTON HOT NEW,0
4807770273711,2023/07,PANCIT CANTON SWEET SPICY,0
014285000051,2023/07,UFC HOT & SPICY 320G,0
C18,2023/07,CURLS ASST 18,37
8850007371397,2023/07,MODESS NON WINGS 8S,36.5
SC7,2023/07,SHAMPOO/CONDITIONER 7 ASST RETAIL,14
TP10,2023/07,TOOTHPASTE ASST 11,11
MPS8,2023/07,MDEW PESPI 7UP MRNDA 8OZ ASST,175
16,2023/07,16,16
4805358246041,2023/07,DARI CREME CLASSIC 200G,60
