barcode,created,short_desc,total_sold
4800361339186,2023/01,NESCAFE CLASSIC Refill 23g,21
4807770273674,2023/01,PANCIT CANTON KALAMANSI,54
4806507620118,2023/01,MOSY MOSY,25
4800361416726,2023/01,NESCAFE CREAMY WHITE TWIN BY 10,57
4806502720615,2023/01,GARDENIA CLASSIC 600g,82
4800888139283,2023/01,CREAMSILK HAIR FALL 11ML BY12,74
6,2023/01,6,6
53,2023/01,53,53
4800016642029,2023/01,CHIPPY BBQ 30gx100,14
4800016641008,2023/01,CHIPPY CHILI &amp; CHEESE 30gx100,14
4800092331268,2023/01,HIHO CRACKER NUTS,18.5
4800092330100,2023/01,DINGDONG 18G,18.5
4800888189806,2023/01,SURF PWD CHERRY 75G BY6,111
4902430452694,2023/01,DOWNY GARDEN BLOOM 38ML BY6,52
C18,2023/01,CURLS ASST 18,18.5
4806522670488,2023/01,COCO FRUIT JELLY,44
4800092110405,2023/01,REBISCO BUTTER SANDWICH 32G,51
4806506319051,2023/01,SUPER TWIN PANTS M  8,67
748485401508,2023/01,BIRCHTREE POWDER 300G,91
4800016633621,2023/01,PIATTOS NACHO PIZZA 40gx80,14.5
8850006480748,2023/01,PALMOLIVE ANTI DANDRUFF SHAM BY 12,33
4800016627286,2023/01,MILKY KNOTS 28gx100,7
4805885171007,2023/01,RENO LIVER SMALL,31
4800361339186,2023/01,NESCAFE CLASSIC Refill 23g,21
48044301,2023/01,MARLBORO LIGHTS,135.5
8998666001726,2023/01,KOPIKO BLANCA TP,114
88,2023/01,88,88
E30,2023/01,EGG 1 TRAY,0
225,2023/01,225,225
4800047840012,2023/01,ZONROX ORIGINAL 1LITER,38
4800888189806,2023/01,SURF PWD CHERRY 75G BY6,74
4800047841705,2023/01,ZONROX COLORSAFE 900ML,66
20,2023/01,20,20
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
40329055,2023/01,CAMEL CIG,88
3,2023/01,3,6
8850006480724,2023/01,PALMOLIVE GLOSSY SHINE W by12,66
8993175540438,2023/01,RICHOCO WHITE 50g,11
8993175538145,2023/01,RICHEESE 50g,11
4801958390108,2023/01,CRISPY FRY ORIG 62g,16
4800888602251,2023/01,KNORR SINIGANG SA GABI 44G,27
O,2023/01,OIL RETAIL,26
748485804064,2023/01,ARGENTINA GINILING 250G,42
4800575130302,2023/01,ALASKA CONDENSADA 300ML,52
748485804064,2023/01,ARGENTINA GINILING 250G,42
4800361061322,2023/01,NESTLE All-Purpose Cream 250ML,73
4808887010015,2023/01,PUREFOODS CORNED BEEF 210G,95
4800249006650,2023/01,SAN MARINO CORNED TUNA RED 180G,45
748485100098,2023/01,CENTURY TUNA HOT &amp; SPICY 180G,42.5
4806502720615,2023/01,GARDENIA CLASSIC 600g,82
M ROYAL,2023/01,ROYAL MISMO,170
LC10,2023/01,LADYS CHOICE 27ML RETAIL,24
4801958460009,2023/01,CRISPY FRY 1/2 KILO,10
4801958391105,2023/01,CRISPY FRY SPICY 1KG,16
7,2023/01,7,7
RX8,2023/01,REXONA RETAIL 8,8
12,2023/01,12,12
4806502720615,2023/01,GARDENIA CLASSIC 600g,82
748485401492,2023/01,BIRCHTREE FORTIFIED 33G by 8,68
4800888217523,2023/01,DOVE SERUM AMINO PINK 12,81
14,2023/01,14,14
9,2023/01,9,9
4800024562739,2023/01,DM PINEAPPLE  JUICE 1.36L,98
53,2023/01,53,53
160,2023/01,160,160
4800361331500,2023/01,BEAR BRAND Sterilized 200ml,27
4800350108878,2023/01,POCARI SWEAT PET 900ML,76
014285002789,2023/01,UFC BANANA 100G,10.5
4801668606117,2023/01,MANG TOMAS HOT SIGA 80G,13
4806506318818,2023/01,SISTER NAPKIN PINK 12S,64
4800361390804,2023/01,NESTLE COFFEE-MATE  150g,54
4800047840036,2023/01,ZONROX ORIGINAL 250ML,15
4800194152891,2023/01,MARTYS SPICY 25g LS,6
4800194152327,2023/01,PILLOWS UBE 38g,8
4800194116237,2023/01,POTATO FRIES PLAIN 21G,6
4800016661006,2023/01,ROLLER COASTER CHEDDAR 24gx100,7
4806502720615,2023/01,GARDENIA CLASSIC 600g,82
120,2023/01,120,120
4800194180184,2023/01,FISHDA KROPEK 80G,21
4800194179904,2023/01,MARTYS CRACKLING SALT 90G,19
4800016622588,2023/01,Pic-A Bbq Overload SN (180gx18),50
48044301,2023/01,MARLBORO LIGHTS,135.5
11,2023/01,11,11
65,2023/01,65,65
8,2023/01,8,8
4806519890981,2023/01,UNI KERATIN GOLD 20G 12'S,42
8850006480755,2023/01,PALMOLIVE AROMA VITALITY BY12,33
4806501705200,2023/01,CHAMPION  PWD FLORAL 35G BY 6,33
BS18,2023/01,BODY SOAP ASST,19.5
48041010,2023/01,NIC Chocolate 24x100ml,29
48041812,2023/01,MIGHTY GREEN FLIPTOP,214
4800361415347,2023/01,NESCAFE ORIGINAL TWIN by 10,114
66,2023/01,66,66
4800016022265,2023/01,GT 3IN1 WHITE TWIN PACK 50gX10X24,57.5
BS18,2023/01,BODY SOAP ASST,39
4902430434393,2023/01,JOY KALAMANSI 18.5ML BY 6,18
TP10,2023/01,TOOTHPASTE ASST 11,22
4902430698085,2023/01,PANTENE SHM HFALL 12ML BY12,43.5
8993175539241,2023/01,RICHOCO 50g,11
8996001358320,2023/01,WAFELLO COCO CREME 53.5G,11
4800016065828,2023/01,Wafrets Biggies Choco,11.5
8851717904974,2023/01,DELIGHT by 5,106
4800575370302,2023/01,COWBELL CONDENSADA 300ML,39
4800024562739,2023/01,DM PINEAPPLE  JUICE 1.36L,196
12,2023/01,12,12
4800361410892,2023/01,BEAR BRAND Powdered Milk Drink 300g,118
4806506319570,2023/01,GENERIC LAMPEIN XL 15,99
4800024037480,2023/01,DM FIESTA FRT COCKTAIL 832g,89
4800047840012,2023/01,ZONROX ORIGINAL 1LITER,38
LIPA,2023/01,LIPA PABORITA BY 10,60
4800194152891,2023/01,MARTYS SPICY 25g LS,6
4807770273674,2023/01,PANCIT CANTON KALAMANSI,27
48043717,2023/01,FORTUNE WHITE,107
40329055,2023/01,CAMEL CIG,88
4800016622533,2023/01,POT CHIPS V-CUT BBQ 25gx80,14.5
4800016680540,2023/01,JNJ-CALBEE POT.CHPS HONEY BTR 22gX80,14.5
85,2023/01,85,85
4800092556586,2023/01,CRISS CROSS 65G,22
4800016138560,2023/01,GG TORTILLOS CHEESE 25gX100,7
4800016082962,2023/01,Magic Chips Cheese 30gx100,7
4800016641008,2023/01,CHIPPY CHILI &amp; CHEESE 30gx100,7
4801234134419,2023/01,BAYGON KATOL RED 150G,20
B5,2023/01,ASST BREAD RETAIL 5,10
4800575140158,2023/01,ALASKA EVAPORADA 140ML,16
4804888019521,2023/01,WHITE SUGAR 450G,92
4806506318863,2023/01,SISTERS NET SIDE NIGHT 8,28
4800016552106,2023/01,NISSIN MINI BEEF 40GX48,21
SC7,2023/01,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
4800016138560,2023/01,GG TORTILLOS CHEESE 25gX100,7
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
48044295,2023/01,MARLBORO RED 20'S,135.5
8851717200014,2023/01,DUTCHMILL BLUEBERRY 90ML,46
4032900145211,2023/01,MIGHTY BLACK,88
4804888019569,2023/01,WASHED SUGAR 900G,82
8996001410547,2023/01,KOPIKO BROWN SINGLE,70
K7,2023/01,KAPE/MILK/OTHER BEVERAGE,14
4807770273698,2023/01,PANCIT CANTON CHILIMANSI,27
4807770274305,2023/01,PANCIT CANTON HOT NEW,54
4800163443043,2023/01,LIGO GREEN,24
4800163443036,2023/01,LIGO SARDINES RED,73.5
4807770270017,2023/01,LUCKY ME BEEF 55G,17
4807770270024,2023/01,LUCKY ME CHICKEN 55G,17
22,2023/01,22,22
30,2023/01,30,30
4809015790274,2023/01,BABY ANNE PANTS XXL30,230
10,2023/01,10,10
120,2023/01,120,120
4804888019590,2023/01,BROWN SUGAR 900G,160
4804888589130,2023/01,Annies Combo,25.5
8993175542166,2023/01,RICHOCO WHITE WAFER 22g,53
4804888019583,2023/01,BROWN SUGAR 450G,40
21,2023/01,21,21
4809010524898,2023/01,SUGO HOT 25G,30
4807770122170,2023/01,NISSIN BUTTER COCONUT,52
4902430411509,2023/01,TIDE BAR W/ DOWNY 380G,27.5
4800888139306,2023/01,CREAMSILK STRAIGHT 12MLBY12,74
36,2023/01,36,36
14,2023/01,14,14
8993175547994,2023/01,NABATI COCO LAVA WAFER 50g,33
4800092660252,2023/01,KRIMSTIX C. STRAWBERRY REFILL,27
4800488011415,2023/01,CHARMEE YELLOW,27
8850007331261,2023/01,CAREFREE PLINER 20S,52
748485100401,2023/01,CENTURY TUNA FLAKES 155G,33.5
748485100098,2023/01,CENTURY TUNA HOT &amp; SPICY 180G,42.5
4800014701049,2023/01,ABSOLUTE 8L,85
4800361388047,2023/01,BEAR BRAND Powdered Milk Drink 840G,325
4809010997029,2023/01,CHOYO CHOYO CHOCO 850G,107
4800092112317,2023/01,HANSEL CRACKERS,53.5
4800092550911,2023/01,FUDGEE BARR CHOCO,68
4806507867315,2023/01,XPLOD POPPING CANDY,21
4800029831045,2023/01,FLOWER MALLOWS,70
4801958390108,2023/01,CRISPY FRY ORIG 62g,32
750515018501,2023/01,SKYFLAKES PLAIN 10s,54
4800016065828,2023/01,Wafrets Biggies Choco,11.5
4807770273674,2023/01,PANCIT CANTON KALAMANSI,13.5
4807770273704,2023/01,PANCIT CANTON ORIGINAL,13.5
4800194152891,2023/01,MARTYS SPICY 25g LS,6
4800016641008,2023/01,CHIPPY CHILI &amp; CHEESE 30gx100,7
4807770273698,2023/01,PANCIT CANTON CHILIMANSI,27
4800194116084,2023/01,RIBBED CRACKLING 26g XS LS,6
6,2023/01,6,6
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,12
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,20
BS18,2023/01,BODY SOAP ASST,19.5
2,2023/01,2,2
4800194177085,2023/01,OISHI PLAIN 90G,21
4800092116544,2023/01,CHOCO MUCHO COOKIE WHITE BISC 33,72
748485401591,2023/01,BIRCHTREE FORTIFIED 150G,48
748485800431,2023/01,ARGENTINA C.BEEF 150G,34.5
4902430411509,2023/01,TIDE BAR W/ DOWNY 380G,55
8850006493038,2023/01,PALMOLIVE SHM ULTRA SMOOTH G BY12,33
4807770273698,2023/01,PANCIT CANTON CHILIMANSI,13.5
4807770273704,2023/01,PANCIT CANTON ORIGINAL,27
4891208040143,2023/01,OISHI CRACKER 26G,24
12,2023/01,12,12
60,2023/01,60,60
4800047840012,2023/01,ZONROX ORIGINAL 1LITER,38
4800365671268,2023/01,SNACKERS NACHOS CHEESE 500G,150
10,2023/01,10,10
60,2023/01,60,60
4806502720615,2023/01,GARDENIA CLASSIC 600g,82
4801234134419,2023/01,BAYGON KATOL RED 150G,20
O,2023/01,OIL RETAIL,26
4800361420730,2023/01,NESTLE COFFEE MATE 80G,31
4800888147288,2023/01,CLOSE UP RED HOT 20G BY 6,22.5
TP10,2023/01,TOOTHPASTE ASST 11,22
B5,2023/01,ASST BREAD RETAIL 5,20
4800194179898,2023/01,MARTYS SPICY 90G,42
5,2023/01,5,5
10,2023/01,10,10
4800575140370,2023/01,ALASKA EVAPORADA 370ML,32
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,10
35,2023/01,35,70
80,2023/01,80,80
4800163443043,2023/01,LIGO GREEN,24
4800249909333,2023/01,CDO MEAT LOAF 150G,20
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,24
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,20
4800523443416,2023/01,LOADED WHITE 32g,7
18,2023/01,18,18
48044295,2023/01,MARLBORO RED 20'S,135.5
4800249006636,2023/01,SAN MARINO CHILI CORNED TUNA 150G,36
8996001410547,2023/01,KOPIKO BROWN SINGLE,70
16X24,2023/01,16X24 PLASTIC,116
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
4800092660795,2023/01,CHOCO MUCHO WHITE BOX,72
4800092553028,2023/01,DOOWEE DONUT STRAWBERRY,95
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
48044301,2023/01,MARLBORO LIGHTS,135.5
4902430401845,2023/01,DOWNY SUNRISE FRESH 24ML BY 6,36
4800361388313,2023/01,NESTLE CHUCKIE Opti-Grow 180ml,47
88,2023/01,88,88
48043441,2023/01,Fortune Tribal Blue FTB,107
4800047840043,2023/01,ZONROX ORIGINAL 100ML,45
4800888157614,2023/01,SURF FABCON BFRESH BY 6,33
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,10
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,10
4804888019545,2023/01,WASHED SUGAR 225G,42
4800888136671,2023/01,SURF BAR BLOSSOM FRESH 120G,11
4800888183804,2023/01,SURF PWD ROSE 75G BY6,37
4800103343075,2023/01,MR. YEMA,22.5
4800361339186,2023/01,NESCAFE CLASSIC Refill 23g,21
F9,2023/01,FABCON/ DISHWASHING ASST 9,16
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,24
4801668604038,2023/01,UFC SWEET CHILI 90G,15.5
48044295,2023/01,MARLBORO RED 20'S,677.5
8998666001719,2023/01,KOPIKO BROWN TP,114
8998666001726,2023/01,KOPIKO BLANCA TP,114
KASALO,2023/01,KASALO ASST,275
4809011168053,2023/01,BOSTON PAMINTA DUROG,43
4804888019569,2023/01,WASHED SUGAR 900G,82
53,2023/01,53,53
4801981116072,2023/01,COKE 1.5,60
4801668100264,2023/01,MANG TOMAS 325G,72
4805885171007,2023/01,RENO LIVER SMALL,31
4800024575487,2023/01,DM SPAG SAUCE FIL 250G,70
748485800431,2023/01,ARGENTINA C.BEEF 150G,69
48043717,2023/01,FORTUNE WHITE,107
4032900145211,2023/01,MIGHTY BLACK,88
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
4800249032314,2023/01,CDO BIGTIME 1KG,149
4800361379557,2023/01,NESTEA Lemon 25G BY6,228
120,2023/01,120,120
4902430873710,2023/01,DOWNY KONTRA KULOB  BY 6,96
4800047841712,2023/01,ZONROX COLORSAFE 450ML,38
4809011168053,2023/01,BOSTON PAMINTA DUROG,43
4809011168060,2023/01,BOSTON PAMINTA BUO,43
4902430177597,2023/01,PERLA LAUNDRY BAR WHITE,50
4800047840036,2023/01,ZONROX ORIGINAL 250ML,15
4800016633621,2023/01,PIATTOS NACHO PIZZA 40gx80,14.5
4800016671807,2023/01,PIATTOS SOUR CREAM 80,14.5
4800523222103,2023/01,CHEEZ IT HAM 25g,6
4800016641008,2023/01,CHIPPY CHILI &amp; CHEESE 30gx100,7
38,2023/01,38,114
4800092330490,2023/01,DRAGON SID,18.5
C18,2023/01,CURLS ASST 18,18.5
4800194116664,2023/01,PINATTSU,45
16,2023/01,16,16
5,2023/01,5,5
C11,2023/01,CURLS ASST 11,33
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,48
4806506313998,2023/01,CHERUB WIPES 80S,99
4806500807455,2023/01,MAGIC DRI CLOTH XL30,240
4800488011415,2023/01,CHARMEE YELLOW,27
4800523443416,2023/01,LOADED WHITE 32g,21
4800361381086,2023/01,BEAR BRAND Powdered Milk Drink 135g,50
4804888019576,2023/01,BROWN SUGAR 225G,20
4800523223162,2023/01,CHEEZ IT CHEESE 90G,21
4800523223179,2023/01,PEEWEE BBQ 90G,21
ST300,2023/01,STING TRAW 300ML PET BOTTLE,185
4800888206084,2023/01,CREAMSILK KERATIN SHINE 1OML by12,40
748485401515,2023/01,BIRCHTREE FORTIFIED MILK 700G,209
4806500802528,2023/01,MAGIC PANTS XXL10,84
748485401492,2023/01,BIRCHTREE FORTIFIED 33G by 8,68
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,20
48044295,2023/01,MARLBORO RED 20'S,135.5
8996001305218,2023/01,VALMER CHOCO,60
4800092112058,2023/01,SUPERTHIN MILK,53
4800092111822,2023/01,REBISCO CRACKERS,53.5
4800214061271,2023/01,MENTOS PLAIN 50PCS,39
8X11,2023/01,8X11 PLASTIC,22
4800016022265,2023/01,GT 3IN1 WHITE TWIN PACK 50gX10X24,115
C18,2023/01,CURLS ASST 18,18.5
4804888019514,2023/01,WHITE SUGAR 225G,47
4804888019521,2023/01,WHITE SUGAR 450G,92
4801288830084,2023/01,THOSE DAYS NON WING 8S,29
LIPA,2023/01,LIPA PABORITA BY 10,60
48040990,2023/01,NIC Mango 24x100ml,29
6,2023/01,6,6
6,2023/01,6,6
6,2023/01,6,6
48042772,2023/01,Marlboro Blue FT20s,135.5
4800361380836,2023/01,BEAR BRAND Adult Plus 600g,289
748485100098,2023/01,CENTURY TUNA HOT &amp; SPICY 180G,85
4806502727423,2023/01,GARDENIA NEW BAKE 560G,76.5
4800092111853,2023/01,FROOTEES MANGO,53.5
4800523223827,2023/01,MOBY CARAMEL 90G,21
4800016084201,2023/01,WAFRETS BRIX CHOCO VANILLA 24G,60.5
4808680022017,2023/01,LADYS CHOICE SANDWICH SPREAD CHICKEN 80ML,38
4806502720615,2023/01,GARDENIA CLASSIC 600g,82
748485801490,2023/01,ARGENTINA MEATLOAF 150G,45
8850006493014,2023/01,PALMOLIVE SH INTENSIVE BY12,66
4902430935999,2023/01,SAFEGUARD BEIGE 130G,49
4800166142370,2023/01,STICK O JR STRAWBERRY,66
4800092112317,2023/01,HANSEL CRACKERS,53.5
95509433,2023/01,Marlboro Black FT20s,135.5
8993175539241,2023/01,RICHOCO 50g,22
4806506319358,2023/01,LAMPEIN XXL 4S,38
748485900087,2023/01,FRESCA HOT 175G,27.5
748485900056,2023/01,FRESCA TUNA AFRITADA 175G,24.5
4807770272097,2023/01,LUCKY ME SPICY BEEF,28.5
M PEPSI,2023/01,PEPSI MISMO,165
4804888019545,2023/01,WASHED SUGAR 225G,84
4800016022265,2023/01,GT 3IN1 WHITE TWIN PACK 50gX10X24,57.5
897399001028,2023/01,RIBBED CRACKLING 100G,21
4800194177962,2023/01,OISHI SPICY 95G,21
6,2023/01,6,6
4806507620415,2023/01,FRUTAS JELLY ACE,24
4806506318863,2023/01,SISTERS NET SIDE NIGHT 8,28
120,2023/01,120,120
60,2023/01,60,60
4806013001067,2023/01,LION KATOL TIGER,19
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,24
4801288830084,2023/01,THOSE DAYS NON WING 8S,14.5
4806506318863,2023/01,SISTERS NET SIDE NIGHT 8,56
25,2023/01,25,50
4809014826011,2023/01,PASTILLAS ASST JAR 60S,100
4800016561429,2023/01,NISSIN RAMEN CREAMY SEAFOOD 72s,13.5
4800016560910,2023/01,NISSIN RAMEN SPICY SEAFOOD 59GX72,27
4800016304019,2023/01,MAXX CHERRY 50S,37.5
748485800431,2023/01,ARGENTINA C.BEEF 150G,34.5
4806504710126,2023/01,MEGA CHILI RED 155G,22.5
4807770270017,2023/01,LUCKY ME BEEF 55G,51
4807770273674,2023/01,PANCIT CANTON KALAMANSI,54
4807770274305,2023/01,PANCIT CANTON HOT NEW,13.5
4807770273681,2023/01,PANCIT CANTON HOT CHILI,94.5
48043717,2023/01,FORTUNE WHITE,107
4800523220376,2023/01,PEEWEE PIZZA,12
4800016082962,2023/01,Magic Chips Cheese 30gx100,7
4800016652035,2023/01,MR. CHIPS NACHO CHEESE 26gx100,7
4800016642029,2023/01,CHIPPY BBQ 30gx100,14
4800818809712,2023/01,CHAMPI 50S,33
C18,2023/01,CURLS ASST 18,74
4800029831045,2023/01,FLOWER MALLOWS,35
8851717040016,2023/01,DUTCHMILL STRAW 180ML,60
4806502725269,2023/01,GARDENIA BLACK FOREST 400G,109
8851717200014,2023/01,DUTCHMILL BLUEBERRY 90ML,46
4808647020094,2023/01,EDEN PLAIN 165G,57
4800365671299,2023/01,SNACKERS CHEESY PUFFS,79
MPS8,2023/01,MDEW PESPI 7UP MRNDA 8OZ ASST,175
48044295,2023/01,MARLBORO RED 20'S,135.5
4800194136648,2023/01,FISHDA KROPECK 22g LS,12
4800194104968,2023/01,OISHI PRAWN SPICY 26g LS,12
4800523220079,2023/01,CHEEZ IT 25g,12
4800216110427,2023/01,CLOVER BITS 25,20
4800888602725,2023/01,KNORR CUBE PORK 10G BY 12,35
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
8996001350836,2023/01,WAFELLO CHOCO 53.5G,220
48044295,2023/01,MARLBORO RED 20'S,135.5
750515018501,2023/01,SKYFLAKES PLAIN 10s,54
4800191112621,2023/01,TOPS BLUE BAR,53
4800016043093,2023/01,NiPS WHITE MINI,24
4800029012956,2023/01,KRAZE NUTS MILK,23.5
4806507662927,2023/01,FORK PLASTIC,16
4806507662934,2023/01,SPOON PLASTIC,16
22,2023/01,22,44
089686170726,2023/01,INDO ME FRIEND NOODLES 85G,48
4800016603259,2023/01,POT CHIPS V-CUT CHEESE 25gx80,29
4800016622533,2023/01,POT CHIPS V-CUT BBQ 25gx80,29
4800523443249,2023/01,LOADED CHEESE 32G,7
4800523441955,2023/01,LOADED CHOCO 32g,28
48044295,2023/01,MARLBORO RED 20'S,135.5
M MDEW,2023/01,MOUNTAIN DEW MISMO,165
4800016022265,2023/01,GT 3IN1 WHITE TWIN PACK 50gX10X24,115
4800888189806,2023/01,SURF PWD CHERRY 75G BY6,37
4800888212917,2023/01,DOVE STRAIGHT PINK SH 12ML BY12,32
4806506318863,2023/01,SISTERS NET SIDE NIGHT 8,28
4800016642029,2023/01,CHIPPY BBQ 30gx100,14
4800523441955,2023/01,LOADED CHOCO 32g,14
4800344001949,2023/01,SILVER SWAN SOY 200ML,10
4804888019545,2023/01,WASHED SUGAR 225G,21
4801288830084,2023/01,THOSE DAYS NON WING 8S,14.5
P6,2023/01,POWDER RETAIL ASST 6,12
SC6,2023/01,SHAMPOO/CONDITIONER RETAIL ASST,19.5
SC7,2023/01,SHAMPOO/CONDITIONER 7 ASST RETAIL,21
20,2023/01,20,20
48044295,2023/01,MARLBORO RED 20'S,135.5
48044295,2023/01,MARLBORO RED 20'S,135.5
4800365881087,2023/01,SD BROWNIE BITES 200G,45
4801981116072,2023/01,COKE 1.5,120
4806502720615,2023/01,GARDENIA CLASSIC 600g,82
4800361344937,2023/01,TWINPOPS Choco 32x75ml,46
4806521791696,2023/01,EC CRUNCHY 60G,83
O,2023/01,OIL RETAIL,26
4800016551574,2023/01,NISSIN RAMEN CHICKEN 55GX72,11
4800016556807,2023/01,PAYLESS XTRA BIG HOT CHILI 130X48,18
4800016560910,2023/01,NISSIN RAMEN SPICY SEAFOOD 59GX72,13.5
4800110026909,2023/01,HOMI TOYOMANSI,11.5
4806020497310,2023/01,SPEED BLUE 380G,21
SC6,2023/01,SHAMPOO/CONDITIONER RETAIL ASST,19.5
P6,2023/01,POWDER RETAIL ASST 6,12
KN5,2023/01,KNORR CUBES ASST,12
4032900145211,2023/01,MIGHTY BLACK,88
4800155010550,2023/01,ROYAL CLING WRAP,70
48044295,2023/01,MARLBORO RED 20'S,271
4800523223162,2023/01,CHEEZ IT CHEESE 90G,21
4800092332791,2023/01,DINGDONG  30G,12
15,2023/01,15,15
48036214,2023/01,STAR MARGARINE 100G,35
4800361346429,2023/01,KOKO KRUNCH DUO 170g,109
12,2023/01,12,24
6,2023/01,6,6
4800361061322,2023/01,NESTLE All-Purpose Cream 250ML,73
4806014099230,2023/01,JOLLY GARBANZOS 225G,26
4800575120303,2023/01,ALASKA CONDENSED CLASSIC MILK 300ML,66
4800361381086,2023/01,BEAR BRAND Powdered Milk Drink 135g,50
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,20
LIPA,2023/01,LIPA PABORITA BY 10,60
M COKE,2023/01,COKE MISMO,0
4800016622533,2023/01,POT CHIPS V-CUT BBQ 25gx80,0
4801981116072,2023/01,COKE 1.5,0
4801981116171,2023/01,ROYAL 1.5,0
748485701370,2023/01,555 TUNA SPICY CALDERETA 155G,0
4800092551611,2023/01,DOOWEE DONUT CHOCO,0
8998666001719,2023/01,KOPIKO BROWN TP,0
4806504710119,2023/01,MEGA TOMATO 155G,0
4800016110535,2023/01,MANG JUAN PAOMBONG 26GX80,0
4801668603659,2023/01,DP OYSTER SAUCE 30G BY 12,0
48036214,2023/01,STAR MARGARINE 100G,0
7622210895097,2023/01,CHEEZ WHIX TWIN 24G BY6,0
748485100401,2023/01,CENTURY TUNA FLAKES 155G,0
4800047840043,2023/01,ZONROX ORIGINAL 100ML,0
M SPRITE,2023/01,SPRITE MISMO,0
C6,2023/01,CURLS ASST 6.50,0
4800818809712,2023/01,CHAMPI 50S,0
4800361410816,2023/01,BEAR BRAND Powdered Milk Drink Swak by 8,0
ST300,2023/01,STING TRAW 300ML PET BOTTLE,0
M ROYAL,2023/01,ROYAL MISMO,0
4807770270017,2023/01,LUCKY ME BEEF 55G,0
KWATRO CASE,2023/01,KWATRO 1 CASE,0
4800163443043,2023/01,LIGO GREEN,0
4902430495073,2023/01,SAFEGUARD  WHITE 85G,0
4807770273698,2023/01,PANCIT CANTON CHILIMANSI,0
8998666001702,2023/01,KOPIKO BLACK TP,0
4800163443036,2023/01,LIGO SARDINES RED,0
M COBRA,2023/01,COBRA MISMO,0
4804888800150,2023/01,ZESTO APPLE,0
7622210958716,2023/01,CHEEZ WHIZ TWIN PIMIENTO BY6,0
4802288813121,2023/01,HAPPY PANTS L12,0
4800361382083,2023/01,NESTEA APPLE LITRO BY6,0
4800361415347,2023/01,NESCAFE ORIGINAL TWIN by 10,0
4800361387989,2023/01,NESTEA Honey Blend BY6,0
4802288815125,2023/01,HAPPY PANTS XXL12,0
4808888201115,2023/01,COLGATE TBRUSH CLASSIC,0
4801668100103,2023/01,DATU PUTI VINEGAR 350ML,0
4800488011415,2023/01,CHARMEE YELLOW,0
748485100418,2023/01,CENTURY TUNA HOT &amp; SPICY 155G,0
4800361415293,2023/01,MILO TWIN 48G BY 8,0
4801668602027,2023/01,DATU PUTI VINEGAR 200ML,0
7622300601782,2023/01,TANG MANGO 25G BY6,0
4800361379557,2023/01,NESTEA Lemon 25G BY6,0
4800888600790,2023/01,KNORR SINIGANG ORIG 22G SOLD BY 12,0
C18,2023/01,CURLS ASST 18,0
4800092550911,2023/01,FUDGEE BARR CHOCO,0
4807770272097,2023/01,LUCKY ME SPICY BEEF,0
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,96
48044295,2023/01,MARLBORO RED 20'S,135.5
18,2023/01,18,18
TP9,2023/01,TOOTHPASTE RETAIL 9,9
230,2023/01,230,230
21,2023/01,21,21
4800361410892,2023/01,BEAR BRAND Powdered Milk Drink 300g,118
4800010075526,2023/01,CREAM O VANILLA 10G,134
4800575140370,2023/01,ALASKA EVAPORADA 370ML,64
4800047840272,2023/01,ZONROX LEMON 500ML,54
4800888218964,2023/01,BREEZE ANTIBAC PWD BY 6,74
4806506319570,2023/01,GENERIC LAMPEIN XL 15,99
48043717,2023/01,FORTUNE WHITE,107
4800016622588,2023/01,Pic-A Bbq Overload SN (180gx18),50
748485100319,2023/01,CENTURY TUNA FLAKES 420G,92
EDEN,2023/01,EDEN RETAIL,16
4902430759250,2023/01,TIDE PWD PERF FAN  BY 6,160
4806506318764,2023/01,SISTERS PANTYLINER MEGA PACK 36,34
4800092331114,2023/01,MILKEE POLVORON 5G,18
4800361390804,2023/01,NESTLE COFFEE-MATE  150g,54
4804888019552,2023/01,WASHED SUGAR 450G,41
4801981116270,2023/01,SPRITE 1.5,60
8851717904974,2023/01,DELIGHT by 5,53
8996001305218,2023/01,VALMER CHOCO,60
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,20
4806500802528,2023/01,MAGIC PANTS XXL10,84
748485401492,2023/01,BIRCHTREE FORTIFIED 33G by 8,68
4806507622082,2023/01,POLO WHISTLE,22
4800523220284,2023/01,MOBY CHOCO 25g,12
4800361061322,2023/01,NESTLE All-Purpose Cream 250ML,73
